,0,1,2,3
693,Ecogen Inc,21-Mar-2001,31-Oct-2000,ECGN.PK^D04
694,Canal Capital Corp,25-Jan-2001,31-Oct-2000,COWP.PK
695,Seminis Inc,29-Dec-2000,30-Sep-2000,—
696,Alico Inc,29-Nov-2000,31-Aug-2000,ALCO.OQ
697,Agribrands International Inc,28-Nov-2000,31-Aug-2000,AGX.N^D01
698,CHS Inc,22-Nov-2000,31-Aug-2000,CHSCP.OQ
699,Pro-Fac Cooperative Inc,15-Sep-2000,24-Jun-2000,PFACP.OQ^C10
700,Cal-Maine Foods Inc,21-Aug-2000,03-Jun-2000,CALM.OQ
701,HQ Sustainable Maritime Industries Inc,08-Aug-2000,30-Apr-2000,HQSM.PK^D12
702,Standard Commercial Corp,27-Jun-2000,31-Mar-2000,STW.N^E05
703,China Continental Inc,26-May-2000,31-Dec-1999,CHCL.PK^K06
704,Ecoscience Corp,04-Apr-2000,02-Jan-2000,ECSCE.O^G99
705,Margo Caribe Inc,30-Mar-2000,31-Dec-1999,MRGO.PK
706,China JXY Group Ltd,28-Mar-2000,31-Dec-1999,CJG.AX^D13
707,Chiquita Brands International Inc,28-Mar-2000,31-Dec-1999,CQB.N^A15
708,Bionova Holding Corp,23-Mar-2000,31-Dec-1999,BVAH.PK^C04
709,Scotia Pacific Company LLC,13-Mar-2000,31-Dec-1999,—
710,Ecogen Inc,15-Feb-2000,31-Oct-1999,ECGN.PK^D04
711,Scotia Pacific Company LLC,30-Mar-2001,31-Dec-2000,—
712,Ecogen Inc,21-Mar-2001,31-Oct-2000,ECGN.PK^D04
713,Canal Capital Corp,25-Jan-2001,31-Oct-2000,COWP.PK
714,Seminis Inc,29-Dec-2000,30-Sep-2000,—
715,Alico Inc,29-Nov-2000,31-Aug-2000,ALCO.OQ
716,Agribrands International Inc,28-Nov-2000,31-Aug-2000,AGX.N^D01
717,CHS Inc,22-Nov-2000,31-Aug-2000,CHSCP.OQ
718,Pro-Fac Cooperative Inc,15-Sep-2000,24-Jun-2000,PFACP.OQ^C10
719,Cal-Maine Foods Inc,21-Aug-2000,03-Jun-2000,CALM.OQ
720,HQ Sustainable Maritime Industries Inc,08-Aug-2000,30-Apr-2000,HQSM.PK^D12
721,Standard Commercial Corp,27-Jun-2000,31-Mar-2000,STW.N^E05
722,China Continental Inc,26-May-2000,31-Dec-1999,CHCL.PK^K06
723,Ecoscience Corp,04-Apr-2000,02-Jan-2000,ECSCE.O^G99
724,Margo Caribe Inc,30-Mar-2000,31-Dec-1999,MRGO.PK
725,China JXY Group Ltd,28-Mar-2000,31-Dec-1999,CJG.AX^D13
726,Chiquita Brands International Inc,28-Mar-2000,31-Dec-1999,CQB.N^A15
727,Bionova Holding Corp,23-Mar-2000,31-Dec-1999,BVAH.PK^C04
728,Scotia Pacific Company LLC,13-Mar-2000,31-Dec-1999,—
729,Ecogen Inc,15-Feb-2000,31-Oct-1999,ECGN.PK^D04
730,Scotia Pacific Company LLC,30-Mar-2001,31-Dec-2000,—
731,Ecogen Inc,21-Mar-2001,31-Oct-2000,ECGN.PK^D04
732,Canal Capital Corp,25-Jan-2001,31-Oct-2000,COWP.PK
733,Seminis Inc,29-Dec-2000,30-Sep-2000,—
734,Alico Inc,29-Nov-2000,31-Aug-2000,ALCO.OQ
735,Agribrands International Inc,28-Nov-2000,31-Aug-2000,AGX.N^D01
736,CHS Inc,22-Nov-2000,31-Aug-2000,CHSCP.OQ
737,Pro-Fac Cooperative Inc,15-Sep-2000,24-Jun-2000,PFACP.OQ^C10
738,Cal-Maine Foods Inc,21-Aug-2000,03-Jun-2000,CALM.OQ
739,HQ Sustainable Maritime Industries Inc,08-Aug-2000,30-Apr-2000,HQSM.PK^D12
740,Standard Commercial Corp,27-Jun-2000,31-Mar-2000,STW.N^E05
741,China Continental Inc,26-May-2000,31-Dec-1999,CHCL.PK^K06
742,Ecoscience Corp,04-Apr-2000,02-Jan-2000,ECSCE.O^G99
743,Margo Caribe Inc,30-Mar-2000,31-Dec-1999,MRGO.PK
744,China JXY Group Ltd,28-Mar-2000,31-Dec-1999,CJG.AX^D13
745,Chiquita Brands International Inc,28-Mar-2000,31-Dec-1999,CQB.N^A15
746,Bionova Holding Corp,23-Mar-2000,31-Dec-1999,BVAH.PK^C04
747,Scotia Pacific Company LLC,13-Mar-2000,31-Dec-1999,—
748,Ecogen Inc,15-Feb-2000,31-Oct-1999,ECGN.PK^D04
